video_id,start_ms,end_ms,center_ms,guard_height
testvideo,38720,38970,38845,-0.08686258457601072
testvideo,38760,39010,38885,-0.08345557110650201
testvideo,38800,39050,38925,-0.0793828240462712
testvideo,38840,39090,38965,-0.0760916577918189
testvideo,38880,39130,39005,-0.07147170789539814
testvideo,38920,39170,39045,-0.06828380562365056
testvideo,38960,39210,39085,-0.06460292211600713
testvideo,39000,39250,39125,-0.06340000671999796
testvideo,39040,39290,39165,-0.06376467645168304
testvideo,39080,39330,39205,-0.06532279402017593
testvideo,39120,39370,39245,-0.0665687657892704
testvideo,39160,39410,39285,-0.06876978278160094
testvideo,39200,39450,39325,-0.07071678127561296
testvideo,39240,39490,39365,-0.07285833358764646
testvideo,39280,39530,39405,-0.07584287971258163
testvideo,39320,39570,39445,-0.07708847150206566
testvideo,39360,39610,39485,-0.07964781352451868
testvideo,39400,39650,39525,-0.08078045504433769
testvideo,39440,39690,39565,-0.08126422762870787
testvideo,39480,39730,39605,-0.08096562139689922
testvideo,39520,39770,39645,-0.08148783817887303
testvideo,39560,39810,39685,-0.0818887688219547
testvideo,39600,39850,39725,-0.08237347858292712
testvideo,39640,39890,39765,-0.0830994503838675
testvideo,39680,39930,39805,-0.08415513671934603
testvideo,39720,39970,39845,-0.08516487292945384
testvideo,39760,40010,39885,-0.08508102037012576
testvideo,39800,40050,39925,-0.08377105849129814
testvideo,39840,40090,39965,-0.08215583860874177
testvideo,39880,40130,40005,-0.08044954495770591
testvideo,39920,40170,40045,-0.07596439123153685
testvideo,39960,40210,40085,-0.07562292739748952
testvideo,40000,40250,40125,-0.07588410164628707
testvideo,40040,40290,40165,-0.07595854784761154
testvideo,40080,40330,40205,-0.07204672268458776
testvideo,40120,40370,40245,-0.06547077372670174
testvideo,40160,40410,40285,-0.06348857656121254
testvideo,40200,40450,40325,-0.057908420051847175
testvideo,40240,40490,40365,-0.05312743782997131
testvideo,40280,40530,40405,-0.05027490428515842
testvideo,40320,40570,40445,-0.046045720577239976
testvideo,40360,40610,40485,-0.04126572236418723
testvideo,40400,40650,40525,-0.035207066684961305
testvideo,40440,40690,40565,-0.028807018484388075
testvideo,40480,40730,40605,-0.021363011428288052
testvideo,40520,40770,40645,-0.014927696436643607
testvideo,40560,40810,40685,-0.010548079386353507
testvideo,40600,40850,40725,-0.013873202726244933
testvideo,40640,40890,40765,-0.02056566519396647
testvideo,40680,40930,40805,-0.024518981575965902
testvideo,40720,40970,40845,-0.03148243576288225
testvideo,40760,41010,40885,-0.03631742112338544
testvideo,40800,41050,40925,-0.0407127682119608
testvideo,40840,41090,40965,-0.045297950506210334
testvideo,40880,41130,41005,-0.04697008218084065
testvideo,40920,41170,41045,-0.04800970639501301
testvideo,40960,41210,41085,-0.04905918985605241
testvideo,41000,41250,41125,-0.050155909731984166
testvideo,41040,41290,41165,-0.05028573104313444
testvideo,41080,41330,41205,-0.05041347656931198
testvideo,41120,41370,41245,-0.05005490354129248
testvideo,41160,41410,41285,-0.05050364881753923
testvideo,41200,41450,41325,-0.0514654889702797
testvideo,41240,41490,41365,-0.05275078330721174
testvideo,41280,41530,41405,-0.054280685526984083
testvideo,41320,41570,41445,-0.056254885026386814
testvideo,41360,41610,41485,-0.05963936820626259
testvideo,41400,41650,41525,-0.06041070446372033
testvideo,41440,41690,41565,-0.05927240848541261
testvideo,41480,41730,41605,-0.05482939311436247
testvideo,41520,41770,41645,-0.048306314008576545
testvideo,41560,41810,41685,-0.036568969488143935
testvideo,41600,41850,41725,-0.03135593980550769
testvideo,41640,41890,41765,-0.026635183021426236
testvideo,41680,41930,41805,-0.020526828510420696
testvideo,41720,41970,41845,-0.021581353885786907
testvideo,41760,42010,41885,-0.03220733255147937
testvideo,41800,42050,41925,-0.041357789188623456
testvideo,41840,42090,41965,-0.051372157409787206
testvideo,41880,42130,42005,-0.0636324329035623
testvideo,41920,42170,42045,-0.0714827563081469
testvideo,41960,42210,42085,-0.07784662289278851
testvideo,42000,42250,42125,-0.07936562411487105
testvideo,42040,42290,42165,-0.07847669161856176
testvideo,42080,42330,42205,-0.0746433926480157
testvideo,42120,42370,42245,-0.07108778400080545
testvideo,42160,42410,42285,-0.06770671478339604
testvideo,42200,42450,42325,-0.06322459131479263
testvideo,42240,42490,42365,-0.05975239723920821
testvideo,42280,42530,42405,-0.057196642671312595
testvideo,42320,42570,42445,-0.05521024976457869
testvideo,42360,42610,42485,-0.05450378996985299
testvideo,42400,42650,42525,-0.05528161674737929
testvideo,42440,42690,42565,-0.05578649789094923
testvideo,42480,42730,42605,-0.057614360004663454
testvideo,42520,42770,42645,-0.060893467494419644
testvideo,42560,42810,42685,-0.06278744339942932
testvideo,42600,42850,42725,-0.06384174153208733
testvideo,42640,42890,42765,-0.06446089595556259
testvideo,42680,42930,42805,-0.06495295092463492
testvideo,42720,42970,42845,-0.06501975655555725
testvideo,42760,43010,42885,-0.06599024363926478
testvideo,42800,43050,42925,-0.06829901784658429
testvideo,42840,43090,42965,-0.0695017948746681
testvideo,42880,43130,43005,-0.07038348540663718
testvideo,42920,43170,43045,-0.07146384886332921
testvideo,42960,43210,43085,-0.07229022043091908
testvideo,43000,43250,43125,-0.07158019287245611
testvideo,43040,43290,43165,-0.07009688392281532
testvideo,43080,43330,43205,-0.0691586472094059
testvideo,43120,43370,43245,-0.0688118508883885
testvideo,43160,43410,43285,-0.0703266646180834
testvideo,43200,43450,43325,-0.07248597485678536
testvideo,43240,43490,43365,-0.07522278279066086
testvideo,43280,43530,43405,-0.07588812708854675
testvideo,43320,43570,43445,-0.07672825029918126
testvideo,43360,43610,43485,-0.0747410910470145
testvideo,43400,43650,43525,-0.0719254698072161
testvideo,43440,43690,43565,-0.06675930693745613
testvideo,43480,43730,43605,-0.06370893865823746
testvideo,43520,43770,43645,-0.06045645475387574
testvideo,43560,43810,43685,-0.0574433846133096
testvideo,43600,43850,43725,-0.05690409455980574
testvideo,43640,43890,43765,-0.05768987163901329
testvideo,43680,43930,43805,-0.05803169310092926
testvideo,43720,43970,43845,-0.05872882902622222
testvideo,43760,44010,43885,-0.059944974524634216
testvideo,43800,44050,43925,-0.06074893048831394
testvideo,43840,44090,43965,-0.06128064223698206
testvideo,43880,44130,44005,-0.06119829416275025
testvideo,43920,44170,44045,-0.061133585870265975
testvideo,43960,44210,44085,-0.061728392328534824
testvideo,44000,44250,44125,-0.06285555447850909
testvideo,44040,44290,44165,-0.06421094281332833
testvideo,44080,44330,44205,-0.06680053658783436
testvideo,44120,44370,44245,-0.0684948731213808
testvideo,44160,44410,44285,-0.07070153100149973
testvideo,44200,44450,44325,-0.06999902214322772
testvideo,44240,44490,44365,-0.06902456283569336
testvideo,44280,44530,44405,-0.06962672621011734
testvideo,44320,44570,44445,-0.07169822789728643
testvideo,44360,44610,44485,-0.07393090852669307
testvideo,44400,44650,44525,-0.07713119898523602
testvideo,44440,44690,44565,-0.08146547845431737
testvideo,44480,44730,44605,-0.09045328013598919
testvideo,44520,44770,44645,-0.09541735611855982
testvideo,44560,44810,44685,-0.09952222369611262
testvideo,44600,44850,44725,-0.10282253580433982
testvideo,44640,44890,44765,-0.1044839471578598
testvideo,44680,44930,44805,-0.10537379421293734
testvideo,44720,44970,44845,-0.10009368136525154
testvideo,44760,45010,44885,-0.09531152620911598
testvideo,44800,45050,44925,-0.0863938842500959
testvideo,44840,45090,44965,-0.0645837081330163
testvideo,44880,45130,45005,-0.04158352315425873
testvideo,44920,45170,45045,-0.011464279145002355
testvideo,44960,45210,45085,0.0029116347432136674
testvideo,45000,45250,45125,0.024893826672009074
testvideo,45040,45290,45165,0.029550552368164094
testvideo,45080,45330,45205,0.01732043070452555
testvideo,45120,45370,45245,-0.00595553591847418
testvideo,45160,45410,45285,-0.019668441265821453
testvideo,45200,45450,45325,-0.03946429491043091
testvideo,45240,45490,45365,-0.050645072545324056
testvideo,45280,45530,45405,-0.05647665049348559
testvideo,45320,45570,45445,-0.06157480739057064
testvideo,45360,45610,45485,-0.06343992613255979
testvideo,45400,45650,45525,-0.06528136347021378
testvideo,45440,45690,45565,-0.06509911162512645
testvideo,45480,45730,45605,-0.06451494140284404
testvideo,45520,45770,45645,-0.06132308021187785
testvideo,45560,45810,45685,-0.05921659246087076
testvideo,45600,45850,45725,-0.05638867244124414
testvideo,45640,45890,45765,-0.05189237211431774
testvideo,45680,45930,45805,-0.048359679324286343
testvideo,45720,45970,45845,-0.0391577258706093
testvideo,45760,46010,45885,-0.03346306644380094
testvideo,45800,46050,45925,-0.02875972539186479
testvideo,45840,46090,45965,-0.020868573869977702
testvideo,45880,46130,46005,-0.015330914940152865
testvideo,45920,46170,46045,-0.011254172239984789
testvideo,45960,46210,46085,-0.010055141523480419
testvideo,46000,46250,46125,-0.010950258001685156
testvideo,46040,46290,46165,-0.011839698467935847
testvideo,46080,46330,46205,-0.013130096452576793
testvideo,46120,46370,46245,-0.015228988868849639
testvideo,46160,46410,46285,-0.020213553681969667
testvideo,46200,46450,46325,-0.024832243099808724
testvideo,46240,46490,46365,-0.03106983857495447
testvideo,46280,46530,46405,-0.0386773582015719
testvideo,46320,46570,46445,-0.04511712065764838
testvideo,46360,46610,46485,-0.05549259483814244
testvideo,46400,46650,46525,-0.06126514077186588
testvideo,46440,46690,46565,-0.06768769664423811
testvideo,46480,46730,46605,-0.06927919387817387
testvideo,46520,46770,46645,-0.06835103673594342
testvideo,46560,46810,46685,-0.06756291911005977
testvideo,46600,46850,46725,-0.06633319333195689
testvideo,46640,46890,46765,-0.06479952484369281
testvideo,46680,46930,46805,-0.06352617485182628
testvideo,46720,46970,46845,-0.06335965650422236
testvideo,46760,47010,46885,-0.06346346251666549
testvideo,46800,47050,46925,-0.0636771135032177
testvideo,46840,47090,46965,-0.06317656114697456
testvideo,46880,47130,47005,-0.063814178109169
testvideo,46920,47170,47045,-0.06473089967455183
testvideo,46960,47210,47085,-0.06529156863689421
testvideo,47000,47250,47125,-0.06747916340827942
testvideo,47040,47290,47165,-0.06724622845649719
testvideo,47080,47330,47205,-0.06710682809352875
testvideo,47120,47370,47245,-0.06572027504444122
testvideo,47160,47410,47285,-0.06573328588690076
testvideo,47200,47450,47325,-0.06656383536756039
testvideo,47240,47490,47365,-0.066236088052392
testvideo,47280,47530,47405,-0.06641735136508943
testvideo,47320,47570,47445,-0.06812508617128644
testvideo,47360,47610,47485,-0.0684770792722702
testvideo,47400,47650,47525,-0.0654391720890999
testvideo,47440,47690,47565,-0.06361608766019346
testvideo,47480,47730,47605,-0.06197450868785383
testvideo,47520,47770,47645,-0.06034317399774279
testvideo,47560,47810,47685,-0.06088402867317201
testvideo,47600,47850,47725,-0.06589948758482933
testvideo,47640,47890,47765,-0.07010099850594997
testvideo,47680,47930,47805,-0.07471642829477788
testvideo,47720,47970,47845,-0.08191244304180145
testvideo,47760,48010,47885,-0.08469752328736442
testvideo,47800,48050,47925,-0.08688845299184322
testvideo,47840,48090,47965,-0.08584734424948694
testvideo,47880,48130,48005,-0.08417005091905595
testvideo,47920,48170,48045,-0.08175854384899141
testvideo,47960,48210,48085,-0.071579709649086
testvideo,48000,48250,48125,-0.04981744928019387
testvideo,48040,48290,48165,-0.01692325063049794
testvideo,48080,48330,48205,-0.005188442766666416
testvideo,48120,48370,48245,0.01565951534679958
testvideo,48160,48410,48285,0.021564530474799025
testvideo,48200,48450,48325,0.016922009842736393
testvideo,48240,48490,48365,-0.011675367131829255
testvideo,48280,48530,48405,-0.03017758205533027
testvideo,48320,48570,48445,-0.05392169100897653
testvideo,48360,48610,48485,-0.06527367659977504
testvideo,48400,48650,48525,-0.0696416688816888
testvideo,48440,48690,48565,-0.07344705611467361
testvideo,48480,48730,48605,-0.07238354720175268
testvideo,48520,48770,48645,-0.0691229831427336
testvideo,48560,48810,48685,-0.065619632601738
testvideo,48600,48850,48725,-0.06319491139480049
testvideo,48640,48890,48765,-0.05937531590461734
testvideo,48680,48930,48805,-0.05601445958018306
testvideo,48720,48970,48845,-0.05283793434500697
testvideo,48760,49010,48885,-0.05088124317782269
testvideo,48800,49050,48925,-0.04939660217080799
testvideo,48840,49090,48965,-0.04587256163358691
testvideo,48880,49130,49005,-0.044201644137501744
testvideo,48920,49170,49045,-0.04236886091530326
testvideo,48960,49210,49085,-0.03804823330470497
testvideo,49000,49250,49125,-0.03502520067351207
testvideo,49040,49290,49165,-0.03210681463990895
testvideo,49080,49330,49205,-0.03050013072788716
testvideo,49120,49370,49245,-0.029188059270381938
testvideo,49160,49410,49285,-0.026009874684470045
testvideo,49200,49450,49325,-0.026507858719144555
testvideo,49240,49490,49365,-0.02783136921269554
testvideo,49280,49530,49405,-0.03175391629338265
testvideo,49320,49570,49445,-0.03467648662626745
testvideo,49360,49610,49485,-0.044051387480327074
testvideo,49400,49650,49525,-0.05446545566831318
testvideo,49440,49690,49565,-0.06330462864467076
testvideo,49480,49730,49605,-0.07503710687160492
testvideo,49520,49770,49645,-0.08132471702992916
testvideo,49560,49810,49685,-0.08595519885420799
testvideo,49600,49850,49725,-0.0895543098449707
testvideo,49640,49890,49765,-0.085876784154347
testvideo,49680,49930,49805,-0.08007674664258957
testvideo,49720,49970,49845,-0.07628947496414185
testvideo,49760,50010,49885,-0.0715409629046917
testvideo,49800,50050,49925,-0.06573180215699331
testvideo,49840,50090,49965,-0.06241949115480694
testvideo,49880,50130,50005,-0.058713756501674645
testvideo,49920,50170,50045,-0.0569988265633583
testvideo,49960,50210,50085,-0.05654207989573477
testvideo,50000,50250,50125,-0.05582409671374728
testvideo,50040,50290,50165,-0.056568418230329216
testvideo,50080,50330,50205,-0.05871912837028501
testvideo,50120,50370,50245,-0.061778016388416276
testvideo,50160,50410,50285,-0.06400145590305326
testvideo,50200,50450,50325,-0.06729835271835326
testvideo,50240,50490,50365,-0.0687934969152723
testvideo,50280,50530,50405,-0.06988029820578438
testvideo,50320,50570,50445,-0.07118409872055054
testvideo,50360,50610,50485,-0.07093431800603867
testvideo,50400,50650,50525,-0.07119249446051461
testvideo,50440,50690,50565,-0.0707646416766303
testvideo,50480,50730,50605,-0.07028889656066895
testvideo,50520,50770,50645,-0.06931343115866187
testvideo,50560,50810,50685,-0.06856217421591283
testvideo,50600,50850,50725,-0.06783824227750304
testvideo,50640,50890,50765,-0.0682567677327565
testvideo,50680,50930,50805,-0.06682147724287854
testvideo,50720,50970,50845,-0.0645804796367884
testvideo,50760,51010,50885,-0.06404295936226848
testvideo,50800,51050,50925,-0.06428983993828298
testvideo,50840,51090,50965,-0.06445923021861485
testvideo,50880,51130,51005,-0.06709304451942444
testvideo,50920,51170,51045,-0.07275420427322388
testvideo,50960,51210,51085,-0.08316298201680183
testvideo,51000,51250,51125,-0.08882634900510311
testvideo,51040,51290,51165,-0.09612483211926051
testvideo,51080,51330,51205,-0.09833260306290217
testvideo,51120,51370,51245,-0.0955470438514437
testvideo,51160,51410,51285,-0.08232826925814152
testvideo,51200,51450,51325,-0.06982641853392126
testvideo,51240,51490,51365,-0.04053578632218498
testvideo,51280,51530,51405,-0.01719167615686145
testvideo,51320,51570,51445,0.003991987024034772
testvideo,51360,51610,51485,0.017098011448979374
testvideo,51400,51650,51525,0.019135739654302587
testvideo,51440,51690,51565,0.025499411991664337
testvideo,51480,51730,51605,0.008778178266116547
testvideo,51520,51770,51645,-0.008643561175891332
testvideo,51560,51810,51685,-0.03176376223564148
testvideo,51600,51850,51725,-0.04346135631203652
testvideo,51640,51890,51765,-0.05494933947920799
testvideo,51680,51930,51805,-0.06558847640241897
testvideo,51720,51970,51845,-0.06777601582663402
testvideo,51760,52010,51885,-0.06831278465688231
testvideo,51800,52050,51925,-0.06781670264899735
testvideo,51840,52090,51965,-0.06609237007796767
testvideo,51880,52130,52005,-0.06315116158553537
testvideo,51920,52170,52045,-0.06070843551840104
testvideo,51960,52210,52085,-0.059572075094495525
testvideo,52000,52250,52125,-0.060320399701595306
testvideo,52040,52290,52165,-0.06133991107344627
testvideo,52080,52330,52205,-0.06288980373314448
testvideo,52120,52370,52245,-0.06292671390942164
testvideo,52160,52410,52285,-0.06221345492771694
testvideo,52200,52450,52325,-0.056887323036789894
testvideo,52240,52490,52365,-0.050858044996857636
testvideo,52280,52530,52405,-0.03883972976888929
testvideo,52320,52570,52445,-0.030482013310704898
testvideo,52360,52610,52485,-0.023279358233724293
testvideo,52400,52650,52525,-0.016552597284317
testvideo,52440,52690,52565,-0.011007631197571737
testvideo,52480,52730,52605,-0.007545724511146538
testvideo,52520,52770,52645,-0.009018274290221081
testvideo,52560,52810,52685,-0.011734936918531157
testvideo,52600,52850,52725,-0.02506989799439907
testvideo,52640,52890,52765,-0.036059897392988205
testvideo,52680,52930,52805,-0.04656780697405338
testvideo,52720,52970,52845,-0.06505718401500156
testvideo,52760,53010,52885,-0.0780133796589715
testvideo,52800,53050,52925,-0.09141821786761284
testvideo,52840,53090,52965,-0.09664374962449074
testvideo,52880,53130,53005,-0.0988461822271347
testvideo,52920,53170,53045,-0.09759788002286639
testvideo,52960,53210,53085,-0.09350696206092834
testvideo,53000,53250,53125,-0.08767179080418178
testvideo,53040,53290,53165,-0.08053422532975674
testvideo,53080,53330,53205,-0.07658404298126698
testvideo,53120,53370,53245,-0.07158826717308589
testvideo,53160,53410,53285,-0.06972619678292957
testvideo,53200,53450,53325,-0.06975830027035305
testvideo,53240,53490,53365,-0.0689369086176157
testvideo,53280,53530,53405,-0.07060116715729238
testvideo,53320,53570,53445,-0.07057670184544156
testvideo,53360,53610,53485,-0.06980066852910179
testvideo,53400,53650,53525,-0.06923247873783113
testvideo,53440,53690,53565,-0.07047474011778831
testvideo,53480,53730,53605,-0.07257633097469807
testvideo,53520,53770,53645,-0.07378946883337838
testvideo,53560,53810,53685,-0.0740725440638406
testvideo,53600,53850,53725,-0.07526143108095443
testvideo,53640,53890,53765,-0.07163947448134424
testvideo,53680,53930,53805,-0.06602871604263785
testvideo,53720,53970,53845,-0.06222725473344329
testvideo,53760,54010,53885,-0.054875435573714146
testvideo,53800,54050,53925,-0.0499976319926126
testvideo,53840,54090,53965,-0.05125573277473453
testvideo,53880,54130,54005,-0.05334722809493543
testvideo,53920,54170,54045,-0.05816164240241052
testvideo,53960,54210,54085,-0.06751527317932675
testvideo,54000,54250,54125,-0.07340985323701586
testvideo,54040,54290,54165,-0.07844795286655427
testvideo,54080,54330,54205,-0.07913150079548359
testvideo,54120,54370,54245,-0.07642949000000955
testvideo,54160,54410,54285,-0.07264739274978639
testvideo,54200,54450,54325,-0.07090661355427334
testvideo,54240,54490,54365,-0.06944612094334196
testvideo,54280,54530,54405,-0.07079466059803963
testvideo,54320,54570,54445,-0.07144716195762157
testvideo,54360,54610,54485,-0.07230398271765029
testvideo,54400,54650,54525,-0.07291800209454129
testvideo,54440,54690,54565,-0.07040448486804964
testvideo,54480,54730,54605,-0.06727585941553117
testvideo,54520,54770,54645,-0.0647639147937298
testvideo,54560,54810,54685,-0.06492138095200063
testvideo,54600,54850,54725,-0.066676350576537
testvideo,54640,54890,54765,-0.06884272609438215
testvideo,54680,54930,54805,-0.07502229884266853
testvideo,54720,54970,54845,-0.07855800352990627
testvideo,54760,55010,54885,-0.08166705816984177
testvideo,54800,55050,54925,-0.08506456443241664
testvideo,54840,55090,54965,-0.08465080814702172
testvideo,54880,55130,55005,-0.08381510339677335
testvideo,54920,55170,55045,-0.08315200917422771
testvideo,54960,55210,55085,-0.08237768895924093
testvideo,55000,55250,55125,-0.08096154247011458
testvideo,55040,55290,55165,-0.08012121915817262
testvideo,55080,55330,55205,-0.0795499554702214
testvideo,55120,55370,55245,-0.07904464192688465
testvideo,55160,55410,55285,-0.07886478118598463
testvideo,55200,55450,55325,-0.07909144674028669
testvideo,55240,55490,55365,-0.08024385358606066
testvideo,55280,55530,55405,-0.08150363181318555
testvideo,55320,55570,55445,-0.08406325057148933
testvideo,55360,55610,55485,-0.08559337630867958
testvideo,55400,55650,55525,-0.08789005875587462
testvideo,55440,55690,55565,-0.08898286308561053
testvideo,55480,55730,55605,-0.08918620220252446
testvideo,55520,55770,55645,-0.08880745247006415
testvideo,55560,55810,55685,-0.08796120434999466
testvideo,55600,55850,55725,-0.08630475029349326
testvideo,55640,55890,55765,-0.08306938835552759
testvideo,55680,55930,55805,-0.08048168676240101
testvideo,55720,55970,55845,-0.07755097374320029
testvideo,55760,56010,55885,-0.07581541314721107
testvideo,55800,56050,55925,-0.07440663874149323
testvideo,55840,56090,55965,-0.07354289293289185
testvideo,55880,56130,56005,-0.07488990681512016
testvideo,55920,56170,56045,-0.07671533897519112
testvideo,55960,56210,56085,-0.0764828734099865
testvideo,56000,56250,56125,-0.0762612000107765
testvideo,56040,56290,56165,-0.07594328692981175
testvideo,56080,56330,56205,-0.07468484129224505
testvideo,56120,56370,56245,-0.07319907631192889
testvideo,56160,56410,56285,-0.07150832191109657
testvideo,56200,56450,56325,-0.0697365440428257
testvideo,56240,56490,56365,-0.06906416160719736
testvideo,56280,56530,56405,-0.06974220275878908
testvideo,56320,56570,56445,-0.07175018957683019
testvideo,56360,56610,56485,-0.07626835629343987
testvideo,56400,56650,56525,-0.07994304969906807
testvideo,56440,56690,56565,-0.08578277911458697
testvideo,56480,56730,56605,-0.09010111434119088
testvideo,56520,56770,56645,-0.09207208241735186
testvideo,56560,56810,56685,-0.08788930252194405
testvideo,56600,56850,56725,-0.08610554039478302
testvideo,56640,56890,56765,-0.08213727921247482
testvideo,56680,56930,56805,-0.07442182728222438
testvideo,56720,56970,56845,-0.0695275068283081
testvideo,56760,57010,56885,-0.06312079355120659
testvideo,56800,57050,56925,-0.05925263091921806
testvideo,56840,57090,56965,-0.056337378919124596
testvideo,56880,57130,57005,-0.052778482437133775
testvideo,56920,57170,57045,-0.051691012723105285
testvideo,56960,57210,57085,-0.0534841828048229
testvideo,57000,57250,57125,-0.05431774631142615
testvideo,57040,57290,57165,-0.0576888360083103
testvideo,57080,57330,57205,-0.06326683504240851
testvideo,57120,57370,57245,-0.06607745374952043
testvideo,57160,57410,57285,-0.06851448757307868
testvideo,57200,57450,57325,-0.0696069598197937
testvideo,57240,57490,57365,-0.07019249349832535
testvideo,57280,57530,57405,-0.07018624884741648
testvideo,57320,57570,57445,-0.07008925080299379
testvideo,57360,57610,57485,-0.07039523124694826
testvideo,57400,57650,57525,-0.07289738953113557
testvideo,57440,57690,57565,-0.07394215837121013
testvideo,57480,57730,57605,-0.07552229080881394
testvideo,57520,57770,57645,-0.07656942095075336
testvideo,57560,57810,57685,-0.07754771198545185
testvideo,57600,57850,57725,-0.07558754459023477
testvideo,57640,57890,57765,-0.07353303581476213
testvideo,57680,57930,57805,-0.07243478670716286
testvideo,57720,57970,57845,-0.07187801599502563
testvideo,57760,58010,57885,-0.07272988983563014
testvideo,57800,58050,57925,-0.07516872882843018
testvideo,57840,58090,57965,-0.07683899253606796
testvideo,57880,58130,58005,-0.07863323763012886
testvideo,57920,58170,58045,-0.08216285705566406
testvideo,57960,58210,58085,-0.08343410066195897
testvideo,58000,58250,58125,-0.08476631556238447
testvideo,58040,58290,58165,-0.08592892065644264
testvideo,58080,58330,58205,-0.08563450351357461
testvideo,58120,58370,58245,-0.08587862764086042
testvideo,58160,58410,58285,-0.08466805304799761
testvideo,58200,58450,58325,-0.08041230269840785
testvideo,58240,58490,58365,-0.06967251747846603
testvideo,58280,58530,58405,-0.06469408422708511
testvideo,58320,58570,58445,-0.05660779987062727
testvideo,58360,58610,58485,-0.052191189357212626
testvideo,58400,58650,58525,-0.048274704388209765
testvideo,58440,58690,58565,-0.05226055160164836
testvideo,58480,58730,58605,-0.05947847105562688
testvideo,58520,58770,58645,-0.06873737275600435
testvideo,58560,58810,58685,-0.06882216036319734
testvideo,58600,58850,58725,-0.07177806752068656
testvideo,58640,58890,58765,-0.07882712222635747
testvideo,58680,58930,58805,-0.0811607874929905
testvideo,58720,58970,58845,-0.07969905808568001
testvideo,58760,59010,58885,-0.06956977716514044
testvideo,58800,59050,58925,-0.05430997695241657
testvideo,58840,59090,58965,-0.02661315910518169
testvideo,58880,59130,59005,-0.01458219252526759
testvideo,58920,59170,59045,-0.005788896232843399
testvideo,58960,59210,59085,0.009702923042433618
testvideo,59000,59250,59125,0.006560800330979504
testvideo,59040,59290,59165,-0.01729182686124527
testvideo,59080,59330,59205,-0.04427404329180715
testvideo,59120,59370,59245,-0.05952563695609568
testvideo,59160,59410,59285,-0.07631958595343998
testvideo,59200,59450,59325,-0.08046843750136237
testvideo,59240,59490,59365,-0.0780545366661889
testvideo,59280,59530,59405,-0.06749455258250237
testvideo,59320,59570,59445,-0.06254464574158193
testvideo,59360,59610,59485,-0.05578314832278662
testvideo,59400,59650,59525,-0.054248330848557624
testvideo,59440,59690,59565,-0.0525770208665303
testvideo,59480,59730,59605,-0.05046254396438599
testvideo,59520,59770,59645,-0.049208709970116636
testvideo,59560,59810,59685,-0.04768815636634828
testvideo,59600,59850,59725,-0.045502215623855605
testvideo,59640,59890,59765,-0.04156476897852763
testvideo,59680,59930,59805,-0.030220085754990588
testvideo,59720,59970,59845,-0.023447191342711463
testvideo,59760,60010,59885,-0.017524760216474554
testvideo,59800,60050,59925,-0.004945710301399243
testvideo,59840,60090,59965,0.0029350753341402247
testvideo,59880,60130,60005,0.011276500299572945
testvideo,59920,60170,60045,0.013989580795168873
testvideo,59960,60210,60085,0.01473022811114787
testvideo,60000,60250,60125,0.01443506777286528
testvideo,60040,60290,60165,0.009754532149859817
testvideo,60080,60330,60205,0.0034734180995396086
testvideo,60120,60370,60245,-0.013585086911916754
testvideo,60160,60410,60285,-0.027301989495754266
testvideo,60200,60450,60325,-0.04706688651016782
testvideo,60240,60490,60365,-0.059358728783471246
testvideo,60280,60530,60405,-0.06897660877023425
testvideo,60320,60570,60445,-0.07639105245471
testvideo,60360,60610,60485,-0.07947294786572458
testvideo,60400,60650,60525,-0.07994607303823743
testvideo,60440,60690,60565,-0.077949338725635
testvideo,60480,60730,60605,-0.07431193973336903
testvideo,60520,60770,60645,-0.07093424536287785
testvideo,60560,60810,60685,-0.0692682918161154
testvideo,60600,60850,60725,-0.06772117130458356
testvideo,60640,60890,60765,-0.06414706792150225
testvideo,60680,60930,60805,-0.06202969380787441
testvideo,60720,60970,60845,-0.06014346703886985
testvideo,60760,61010,60885,-0.06028570979833603
testvideo,60800,61050,60925,-0.06206554919481277
testvideo,60840,61090,60965,-0.06263009565217152
testvideo,60880,61130,61005,-0.06517915214811051
testvideo,60920,61170,61045,-0.07002902030944821
testvideo,60960,61210,61085,-0.07379038631916046
testvideo,61000,61250,61125,-0.07686619646847248
testvideo,61040,61290,61165,-0.0793314448424748
testvideo,61080,61330,61205,-0.0810697036130088
testvideo,61120,61370,61245,-0.08260093203612737
testvideo,61160,61410,61285,-0.08495276980102065
testvideo,61200,61450,61325,-0.08546484261751178
testvideo,61240,61490,61365,-0.08695974946022034
testvideo,61280,61530,61405,-0.08782308867999486
testvideo,61320,61570,61445,-0.08868188091686793
testvideo,61360,61610,61485,-0.08441526815295222
testvideo,61400,61650,61525,-0.0810242109000683
testvideo,61440,61690,61565,-0.07691485115459988
testvideo,61480,61730,61605,-0.07373372784682684
testvideo,61520,61770,61645,-0.06979625565665111
testvideo,61560,61810,61685,-0.06658042035996917
testvideo,61600,61850,61725,-0.0656545348465443
testvideo,61640,61890,61765,-0.06858626753091815
testvideo,61680,61930,61805,-0.07186420261859898
testvideo,61720,61970,61845,-0.07203495715345658
testvideo,61760,62010,61885,-0.0715350713580847
testvideo,61800,62050,61925,-0.07239959575235846
testvideo,61840,62090,61965,-0.07161916792392732
testvideo,61880,62130,62005,-0.07112466437476021
testvideo,61920,62170,62045,-0.0707693781171526
testvideo,61960,62210,62085,-0.07463340833783148
testvideo,62000,62250,62125,-0.07574037462472913
