video_id,start_ms,end_ms,center_ms,movement
testvideo,56640,56890,56765,0.10221073920294102
testvideo,56680,56930,56805,0.05451593573760343
testvideo,56720,56970,56845,0.03793052124795628
testvideo,56760,57010,56885,0.021642501876986485
testvideo,56800,57050,56925,0.02632860609408576
testvideo,56840,57090,56965,0.023807804355384186
testvideo,56880,57130,57005,0.036896958727892566
testvideo,56920,57170,57045,0.03478039141483367
testvideo,56960,57210,57085,0.06773375510291858
testvideo,57000,57250,57125,0.0868681553305619
testvideo,57040,57290,57165,0.11257425446692605
testvideo,57080,57330,57205,0.14364064243230026
testvideo,57120,57370,57245,0.16817362533677474
testvideo,57160,57410,57285,0.18559877260470906
testvideo,57200,57450,57325,0.15250081566506637
testvideo,57240,57490,57365,0.1380772214280106
testvideo,57280,57530,57405,0.09511773799910588
testvideo,57320,57570,57445,0.06483111100800854
testvideo,57360,57610,57485,0.028909092995559136
testvideo,57400,57650,57525,0.014586389092124303
testvideo,57440,57690,57565,0.016496462806383207
testvideo,57480,57730,57605,0.03601160261415339
testvideo,57520,57770,57645,0.06115668147595057
testvideo,57560,57810,57685,0.06999227255729151
testvideo,57600,57850,57725,0.0692619624108545
testvideo,57640,57890,57765,0.07127672009907794
testvideo,57680,57930,57805,0.06468901743943781
testvideo,57720,57970,57845,0.027362847844146707
testvideo,57760,58010,57885,0.018626853510121662
testvideo,57800,58050,57925,0.01705348879566453
testvideo,57840,58090,57965,0.021124231937985096
testvideo,57880,58130,58005,0.042403091275321624
testvideo,57920,58170,58045,0.08763599132061095
testvideo,57960,58210,58085,0.13998483312760615
testvideo,58000,58250,58125,0.2062867878703244
testvideo,58040,58290,58165,0.22490502084235736
testvideo,58080,58330,58205,0.23841589476700434
testvideo,58120,58370,58245,0.23358772830381982
testvideo,58160,58410,58285,0.21116673706909406
testvideo,58200,58450,58325,0.15180143488202177
testvideo,58240,58490,58365,0.11264972735233193
testvideo,58280,58530,58405,0.10797018301217244
testvideo,58320,58570,58445,0.080044339790547
testvideo,58360,58610,58485,0.05373629165956348
testvideo,58400,58650,58525,0.05241473530990364
testvideo,58440,58690,58565,0.08651759177990583
testvideo,58480,58730,58605,0.15794298281554514
testvideo,58520,58770,58645,0.20371688319808715
testvideo,58560,58810,58685,0.23089360147480953
testvideo,58600,58850,58725,0.2586741618777707
testvideo,58640,58890,58765,0.3044842369097555
testvideo,58680,58930,58805,0.33672965100898894
testvideo,58720,58970,58845,0.2977676053272358
testvideo,58760,59010,58885,0.3243991904755242
testvideo,58800,59050,58925,0.30928987791044865
testvideo,58840,59090,58965,0.2156819277710955
testvideo,58880,59130,59005,0.19447738444345403
testvideo,58920,59170,59045,0.1309105120651764
testvideo,58960,59210,59085,0.06403633953701243
testvideo,59000,59250,59125,0.06178956806421191
testvideo,59040,59290,59165,0.11561906941385743
testvideo,59080,59330,59205,0.25292935935551225
testvideo,59120,59370,59245,0.32642628503633375
testvideo,59160,59410,59285,0.39990073311206215
testvideo,59200,59450,59325,0.45330945469383505
testvideo,59240,59490,59365,0.4593827770896122
testvideo,59280,59530,59405,0.39654857032861696
testvideo,59320,59570,59445,0.3644709388321296
testvideo,59360,59610,59485,0.31572407235884375
testvideo,59400,59650,59525,0.2623105277627104
testvideo,59440,59690,59565,0.200172734467459
testvideo,59480,59730,59605,0.11976504651366555
testvideo,59520,59770,59645,0.08529604231856538
testvideo,59560,59810,59685,0.04450373187092707
testvideo,59600,59850,59725,0.03439994412608943
testvideo,59640,59890,59765,0.04371232816190209
testvideo,59680,59930,59805,0.09052564481610677
testvideo,59720,59970,59845,0.12240600373465828
testvideo,59760,60010,59885,0.13534011460048687
testvideo,59800,60050,59925,0.15525012215569758
testvideo,59840,60090,59965,0.14911695605741015
testvideo,59880,60130,60005,0.12110802876235316
testvideo,59920,60170,60045,0.10087657807047952
testvideo,59960,60210,60085,0.06734597394728777
testvideo,60000,60250,60125,0.0778417653996737
testvideo,60040,60290,60165,0.12035268530389838
testvideo,60080,60330,60205,0.16002675069056863
testvideo,60120,60370,60245,0.23113577460589102
testvideo,60160,60410,60285,0.2802374175172666
testvideo,60200,60450,60325,0.32095615929147897
testvideo,60240,60490,60365,0.2979234531523539
testvideo,60280,60530,60405,0.2571569968426943
testvideo,60320,60570,60445,0.17370772105637777
testvideo,60360,60610,60485,0.13501524617919214
testvideo,60400,60650,60525,0.07174504881061773
testvideo,60440,60690,60565,0.04924791716768759
testvideo,60480,60730,60605,0.03489553419722061
testvideo,60520,60770,60645,0.0267939083335223
testvideo,60560,60810,60685,0.020640080628344472
testvideo,60600,60850,60725,0.024727001229781987
testvideo,60640,60890,60765,0.02361499752333147
testvideo,60680,60930,60805,0.04633295537117347
testvideo,60720,60970,60845,0.08330612515612328
testvideo,60760,61010,60885,0.10730373546841634
testvideo,60800,61050,60925,0.12970458147868827
testvideo,60840,61090,60965,0.14468385449748458
testvideo,60880,61130,61005,0.12557826173987788
testvideo,60920,61170,61045,0.09593652097296272
testvideo,60960,61210,61085,0.07461480105406236
testvideo,61000,61250,61125,0.04878155434220534
testvideo,61040,61290,61165,0.024369001335583815
testvideo,61080,61330,61205,0.027073861409958627
testvideo,61120,61370,61245,0.029014537690250128
testvideo,61160,61410,61285,0.023229097919588017
testvideo,61200,61450,61325,0.02214126209533725
testvideo,61240,61490,61365,0.023252003959750214
testvideo,61280,61530,61405,0.016348595597079355
testvideo,61320,61570,61445,0.016848759351864237
testvideo,61360,61610,61485,0.04650250994945596
testvideo,61400,61650,61525,0.07609202604594903
testvideo,61440,61690,61565,0.12470665342017058
testvideo,61480,61730,61605,0.16796515166370626
testvideo,61520,61770,61645,0.19716819879290295
testvideo,61560,61810,61685,0.2627745305027472
testvideo,61600,61850,61725,0.271658894931133
testvideo,61640,61890,61765,0.26904802501796593
testvideo,61680,61930,61805,0.2529360515526853
testvideo,61720,61970,61845,0.24265143281911158
testvideo,61760,62010,61885,0.16373840791002997
testvideo,61800,62050,61925,0.10809817749576921
testvideo,61840,62090,61965,0.09050034169238316
testvideo,61880,62130,62005,0.05315063085917974
testvideo,61920,62170,62045,0.027230862605936174
testvideo,61960,62210,62085,0.062044322445151505
testvideo,62000,62250,62125,0.08556161785525962
testvideo,62040,62290,62165,0.10486349840026683
testvideo,62080,62330,62205,0.15854445809521575
testvideo,62120,62370,62245,0.18279491102805842
testvideo,62160,62410,62285,0.24756746720802494
testvideo,62200,62450,62325,0.3016330356881471
testvideo,62240,62490,62365,0.2830306438696258
testvideo,62280,62530,62405,0.29418131187909635
testvideo,62320,62570,62445,0.27203394980360235
testvideo,62360,62610,62485,0.20737254239463823
testvideo,62400,62650,62525,0.12208799260102243
testvideo,62440,62690,62565,0.08589337057761932
testvideo,62480,62730,62605,0.07372518979604721
testvideo,62520,62770,62645,0.1190046186032175
testvideo,62560,62810,62685,0.15363161814978435
testvideo,62600,62850,62725,0.2506610372488331
testvideo,62640,62890,62765,0.2947586654350386
testvideo,62680,62930,62805,0.3611252436565645
testvideo,62720,62970,62845,0.4485292398133717
testvideo,62760,63010,62885,0.4675773217802317
testvideo,62800,63050,62925,0.42973608332928687
testvideo,62840,63090,62965,0.38475938866350123
testvideo,62880,63130,63005,0.33559526242351767
testvideo,62920,63170,63045,0.2227916569470421
testvideo,62960,63210,63085,0.172890420653547
testvideo,63000,63250,63125,0.1171196346615661
testvideo,63040,63290,63165,0.09360791202446077
testvideo,63080,63330,63205,0.06413139325680485
testvideo,63120,63370,63245,0.06109915110035067
testvideo,63160,63410,63285,0.059630830139033565
testvideo,63200,63450,63325,0.05271890571140591
testvideo,63240,63490,63365,0.09551007126751705
testvideo,63280,63530,63405,0.11006747230720058
testvideo,63320,63570,63445,0.13247987721332985
testvideo,63360,63610,63485,0.13505968497483622
testvideo,63400,63650,63525,0.14240401533863817
testvideo,63440,63690,63565,0.10035283707177078
testvideo,63480,63730,63605,0.06229996318919687
testvideo,63520,63770,63645,0.03289485172151261
testvideo,63560,63810,63685,0.025156925601183645
testvideo,63600,63850,63725,0.01872201501863659
testvideo,63640,63890,63765,0.07951282558210329
testvideo,63680,63930,63805,0.12995091316324342
testvideo,63720,63970,63845,0.18390324160800361
testvideo,63760,64010,63885,0.2675416275537803
testvideo,63800,64050,63925,0.3189058840976925
testvideo,63840,64090,63965,0.3509375647437184
testvideo,63880,64130,64005,0.3275692263799796
testvideo,63920,64170,64045,0.31658017861763416
testvideo,63960,64210,64085,0.24803941652179892
testvideo,64000,64250,64125,0.20549858272905794
testvideo,64040,64290,64165,0.1385608630170483
testvideo,64080,64330,64205,0.07822637096458064
testvideo,64120,64370,64245,0.0708762752499815
testvideo,64160,64410,64285,0.03404340650075913
testvideo,64200,64450,64325,0.023815807463835142
testvideo,64240,64490,64365,0.02550994722209667
testvideo,64280,64530,64405,0.07066186457252428
testvideo,64320,64570,64445,0.10576942977791674
testvideo,64360,64610,64485,0.16950100932310763
testvideo,64400,64650,64525,0.20435110778627763
testvideo,64440,64690,64565,0.23560842099395854
testvideo,64480,64730,64605,0.2074403130220833
testvideo,64520,64770,64645,0.1689252417707538
testvideo,64560,64810,64685,0.09518323543498951
testvideo,64600,64850,64725,0.06754825268708141
testvideo,64640,64890,64765,0.03504094088629079
testvideo,64680,64930,64805,0.02864982033822571
testvideo,64720,64970,64845,0.034643879345388
testvideo,64760,65010,64885,0.02831391697417512
testvideo,64800,65050,64925,0.01976729181782733
testvideo,64840,65090,64965,0.03341524241564837
testvideo,64880,65130,65005,0.047884369414511574
testvideo,64920,65170,65045,0.0606834366601887
testvideo,64960,65210,65085,0.10622219457090927
testvideo,65000,65250,65125,0.16280883407695826
testvideo,65040,65290,65165,0.19259453743291785
testvideo,65080,65330,65205,0.23003614790379592
testvideo,65120,65370,65245,0.23397173502926122
testvideo,65160,65410,65285,0.25982683884070273
testvideo,65200,65450,65325,0.2531253465024905
testvideo,65240,65490,65365,0.227923047661774
testvideo,65280,65530,65405,0.2008523970678546
testvideo,65320,65570,65445,0.15750251681201063
testvideo,65360,65610,65485,0.15490838851548933
testvideo,65400,65650,65525,0.09625682251789296
testvideo,65440,65690,65565,0.12571135841109515
testvideo,65480,65730,65605,0.13109613266440825
testvideo,65520,65770,65645,0.14802305135974916
testvideo,65560,65810,65685,0.1791079022599533
testvideo,65600,65850,65725,0.20530241334913366
testvideo,65640,65890,65765,0.20995145305325677
testvideo,65680,65930,65805,0.20823328236919683
testvideo,65720,65970,65845,0.232195368042962
testvideo,65760,66010,65885,0.25549499233789824
testvideo,65800,66050,65925,0.22231779544336758
testvideo,65840,66090,65965,0.1834448284676228
testvideo,65880,66130,66005,0.17008409934291688
testvideo,65920,66170,66045,0.2049625043181711
testvideo,65960,66210,66085,0.14560738526131442
testvideo,66000,66250,66125,0.1412039702820454
testvideo,66040,66290,66165,0.18169738849025263
