video_id,start_ms,end_ms,center_ms,punch_volume
testvideo,25080,25330,25205,2
testvideo,25120,25370,25245,2
testvideo,25160,25410,25285,2
testvideo,25200,25450,25325,2
testvideo,25240,25490,25365,2
testvideo,25280,25530,25405,2
testvideo,25320,25570,25445,2
testvideo,25360,25610,25485,2
testvideo,25400,25650,25525,2
testvideo,25440,25690,25565,2
testvideo,25480,25730,25605,2
testvideo,25520,25770,25645,2
testvideo,25560,25810,25685,0
testvideo,25600,25850,25725,0
testvideo,25640,25890,25765,0
testvideo,25680,25930,25805,0
testvideo,25720,25970,25845,0
testvideo,25760,26010,25885,0
testvideo,25800,26050,25925,0
testvideo,25840,26090,25965,0
testvideo,25880,26130,26005,0
testvideo,25920,26170,26045,0
testvideo,25960,26210,26085,0
testvideo,26000,26250,26125,0
testvideo,26040,26290,26165,0
testvideo,26080,26330,26205,0
testvideo,26120,26370,26245,0
testvideo,26160,26410,26285,0
testvideo,26200,26450,26325,0
testvideo,26240,26490,26365,0
testvideo,26280,26530,26405,0
testvideo,26320,26570,26445,0
testvideo,26360,26610,26485,0
testvideo,26400,26650,26525,0
testvideo,26440,26690,26565,0
testvideo,26480,26730,26605,0
testvideo,26520,26770,26645,0
testvideo,26560,26810,26685,0
testvideo,26600,26850,26725,0
testvideo,26640,26890,26765,0
testvideo,26680,26930,26805,0
testvideo,26720,26970,26845,0
testvideo,26760,27010,26885,0
testvideo,26800,27050,26925,0
testvideo,26840,27090,26965,0
testvideo,26880,27130,27005,0
testvideo,26920,27170,27045,0
testvideo,26960,27210,27085,0
testvideo,27000,27250,27125,0
testvideo,27040,27290,27165,0
testvideo,27080,27330,27205,1
testvideo,27120,27370,27245,1
testvideo,27160,27410,27285,1
testvideo,27200,27450,27325,1
testvideo,27240,27490,27365,1
testvideo,27280,27530,27405,1
testvideo,27320,27570,27445,1
testvideo,27360,27610,27485,1
testvideo,27400,27650,27525,1
testvideo,27440,27690,27565,1
testvideo,27480,27730,27605,1
testvideo,27520,27770,27645,2
testvideo,27560,27810,27685,2
testvideo,27600,27850,27725,2
testvideo,27640,27890,27765,2
testvideo,27680,27930,27805,2
testvideo,27720,27970,27845,2
testvideo,27760,28010,27885,2
testvideo,27800,28050,27925,2
testvideo,27840,28090,27965,2
testvideo,27880,28130,28005,2
testvideo,27920,28170,28045,2
testvideo,27960,28210,28085,2
testvideo,28000,28250,28125,2
testvideo,28040,28290,28165,2
testvideo,28080,28330,28205,2
testvideo,28120,28370,28245,2
testvideo,28160,28410,28285,2
testvideo,28200,28450,28325,3
testvideo,28240,28490,28365,3
testvideo,28280,28530,28405,3
testvideo,28320,28570,28445,3
testvideo,28360,28610,28485,3
testvideo,28400,28650,28525,3
testvideo,28440,28690,28565,3
testvideo,28480,28730,28605,3
testvideo,28520,28770,28645,3
testvideo,28560,28810,28685,3
testvideo,28600,28850,28725,0
testvideo,28640,28890,28765,0
testvideo,28680,28930,28805,0
testvideo,28720,28970,28845,0
testvideo,28760,29010,28885,0
testvideo,28800,29050,28925,0
testvideo,28840,29090,28965,0
testvideo,28880,29130,29005,0
testvideo,28920,29170,29045,0
testvideo,28960,29210,29085,0
testvideo,29000,29250,29125,0
testvideo,29040,29290,29165,0
testvideo,29080,29330,29205,0
testvideo,29120,29370,29245,0
testvideo,29160,29410,29285,0
testvideo,29200,29450,29325,0
testvideo,29240,29490,29365,0
testvideo,29280,29530,29405,0
testvideo,29320,29570,29445,0
testvideo,29360,29610,29485,0
testvideo,29400,29650,29525,0
testvideo,29440,29690,29565,0
testvideo,29480,29730,29605,0
testvideo,29520,29770,29645,0
testvideo,29560,29810,29685,0
testvideo,29600,29850,29725,0
testvideo,29640,29890,29765,0
testvideo,29680,29930,29805,0
testvideo,29720,29970,29845,0
testvideo,29760,30010,29885,0
testvideo,29800,30050,29925,0
testvideo,29840,30090,29965,0
testvideo,29880,30130,30005,0
testvideo,29920,30170,30045,0
testvideo,29960,30210,30085,0
testvideo,30000,30250,30125,0
testvideo,30040,30290,30165,0
testvideo,30080,30330,30205,0
testvideo,30120,30370,30245,0
testvideo,30160,30410,30285,0
testvideo,30200,30450,30325,0
testvideo,30240,30490,30365,0
testvideo,30280,30530,30405,0
testvideo,30320,30570,30445,0
testvideo,30360,30610,30485,0
testvideo,30400,30650,30525,0
testvideo,30440,30690,30565,0
testvideo,30480,30730,30605,0
testvideo,30520,30770,30645,0
testvideo,30560,30810,30685,0
testvideo,30600,30850,30725,0
testvideo,30640,30890,30765,0
testvideo,30680,30930,30805,0
testvideo,30720,30970,30845,0
testvideo,30760,31010,30885,0
testvideo,30800,31050,30925,0
testvideo,30840,31090,30965,0
testvideo,30880,31130,31005,0
testvideo,30920,31170,31045,0
testvideo,30960,31210,31085,0
testvideo,31000,31250,31125,0
testvideo,31040,31290,31165,0
testvideo,31080,31330,31205,0
testvideo,31120,31370,31245,0
testvideo,31160,31410,31285,0
testvideo,31200,31450,31325,0
